row,code,subject_area,
770,10.50.180.50.80.40,Glycoside hydrolases,
771,10.50.180.50.80.50,Nucleases,
772,10.50.180.50.80.50.10,Deoxyribonucleases,
773,10.50.180.50.80.50.20,Ribonucleases,
774,10.50.180.50.80.60,Pepsins,
775,10.50.180.50.90,Isomerases,
776,10.50.180.50.90.10,Mucolytic enzymes,
777,10.50.180.50.100,Isozymes,
778,10.50.180.50.110,Laccases,
779,10.50.180.50.120,Ligases,
780,10.50.180.50.130,Lyases,
781,10.50.180.50.130.10,Adenylyl cyclase,
782,10.50.180.50.130.20,Ketoacid lyases,
783,10.50.180.50.140,Oxidoreductases,
784,10.50.180.50.140.10,Dehydrogenases,
785,10.50.180.50.140.20,Luciferase,
787,10.50.180.50.160,Peroxidases,
788,10.50.180.50.160.10,Horseradish peroxidase,
789,10.50.180.50.170,Phosphatases,
790,10.50.180.50.170.10,Acid phosphatase,
791,10.50.180.50.180,Phosphodiesterases,
792,10.50.180.50.190,Plasmins,
793,10.50.180.50.200,Proteases,
794,10.50.180.50.200.10,Aspartate proteases,
795,10.50.180.50.200.20,Cysteine proteases,
796,10.50.180.50.200.30,Glutamic acid proteases,
797,10.50.180.50.200.40,Metalloproteases,
798,10.50.180.50.200.50,Serine proteases,
799,10.50.180.50.200.60,Threonine proteases,
800,10.50.180.50.210,Ribozymes,
801,10.50.180.50.210.10,Hammerhead ribozymes,
802,10.50.180.50.220,Saccharidases,
803,10.50.180.50.230,Transferases,
804,10.50.180.50.230.10,Aminotransferases,
805,10.50.180.50.230.20,Dextransucrase,
806,10.50.180.50.230.30,Glycosyltransferases,
807,10.50.180.50.230.40,Phosphorylases,
808,10.50.180.50.240,Ureases,
809,10.50.180.60,Enzyme structure,
810,10.50.190,Glycobiology,
811,10.50.190.10,Glycogens,
812,10.50.190.20,Glycolipids,
813,10.50.190.30,Glycoproteins,
814,10.50.190.30.10,E2 glycoproteins,
815,10.50.190.30.20,Fibrinogen,
816,10.50.190.30.30,N-linked glycoproteins,
817,10.50.190.30.40,O-linked glycoproteins,
818,10.50.190.30.50,P-glycoproteins,
819,10.50.190.30.60,Virus glycoproteins,
820,10.50.190.40,Glycosylamines,
821,10.50.190.40.10,Nucleosides,
822,10.50.190.40.10.10,Adenosine,
823,10.50.190.40.10.20,Guanosine,
824,10.50.190.40.10.30,Inosine,
825,10.50.190.50,Glycosylation,
826,10.50.190.60,Polysaccharides,
827,10.50.190.60.10,Glucans,
828,10.50.190.60.10.10,Dextran,
829,10.50.190.60.20,Heteropolysaccharides,
830,10.50.190.60.20.10,Pectins,
831,10.50.190.70,Proteoglycans,
832,10.50.200,Hormones,
833,10.50.200.10,Androgens,
834,10.50.200.10.10,Testosterone,
835,10.50.200.20,Calcitonin,
836,10.50.200.30,Catecholamines,
837,10.50.200.30.10,Dopamine,
838,10.50.200.30.20,Epinephrine,
839,10.50.200.30.30,Norepinephrine,
840,10.50.200.40,Estrogens,
841,10.50.200.50,Glucagon,
842,10.50.200.60,Gonadotropins,
843,10.50.200.70,Insulin,
844,10.50.200.80,Lipid hormones,
845,10.50.200.80.10,Aldosterone,
846,10.50.200.80.20,Calcitriol,
847,10.50.200.80.30,Dehydroepiandrosterone,
848,10.50.200.80.40,Ecdysterone,
849,10.50.200.80.50,Estradiol,
850,10.50.200.80.60,Hydrocortisone,
851,10.50.200.80.70,Leukotriene,
852,10.50.200.80.80,Progesterone,
853,10.50.200.80.90,Prostacyclin,
854,10.50.200.80.100,Prostaglandin,
856,10.50.200.80.120,Thromboxane,
857,10.50.200.90,Melatonin,
858,10.50.200.100,Monamines,
859,10.50.200.110,Parathyroid hormone,
860,10.50.200.120,Peptide hormones,
861,10.50.200.120.10,Adiponectin,
862,10.50.200.120.20,Adrenocorticotropic hormone,
863,10.50.200.120.30,Atrial natriuretic peptide,
864,10.50.200.120.40,Brain natriuretic peptide,
865,10.50.200.120.50,Cholecystokinin,
866,10.50.200.120.60,Chorionic gonadotropin,
867,10.50.200.120.70,Corticotropin-releasing hormone,
868,10.50.200.120.80,Erythropoietin,
869,10.50.200.120.90,Follicle-stimulating hormone,
870,10.50.200.120.100,Gastric inhibitory polypeptide,
871,10.50.200.120.110,Gastrin,
872,10.50.200.120.120,Ghrelin,
874,10.50.200.120.140,Insulin-like growth factors,
875,10.50.200.120.150,Leptin,
876,10.50.200.120.160,Luteinizing hormone,
877,10.50.200.120.170,Motilin,
878,10.50.200.120.180,Neuropeptides,
879,10.50.200.120.190,Osteocalcin,
880,10.50.200.120.200,Oxytocin,
881,10.50.200.120.210,Prolactin,
882,10.50.200.120.220,Relaxin,
883,10.50.200.120.230,Renin-angiotensin system,
884,10.50.200.120.240,Resistin,
885,10.50.200.120.250,Secretin,
886,10.50.200.120.260,Somatostatin,
887,10.50.200.120.270,Thyroid-stimulating hormone,
888,10.50.200.120.280,Thyrotropin-releasing hormone,
889,10.50.200.120.290,Vasopressin,
890,10.50.200.130,Plant hormones,
891,10.50.200.130.10,Abscisic acid,
892,10.50.200.130.20,Auxins,
893,10.50.200.130.30,Cytokinins,
894,10.50.200.130.40,Ethylene,
895,10.50.200.130.50,Gibberellins,
896,10.50.200.130.60,Jasmonic acid,
897,10.50.200.130.70,Plant peptide hormones,
898,10.50.200.140,Sex hormones,
899,10.50.200.150,Steroid hormones,
901,10.50.200.160,Thyroid hormones,
902,10.50.200.160.10,Thyroxine,
903,10.50.210,Lipids,
904,10.50.210.10,Cholesterol,
905,10.50.210.20,Endocannabinoids,
906,10.50.210.30,Fats,
907,10.50.210.40,Fatty acids,
908,10.50.210.40.10,Linoleic acid,
909,10.50.210.40.20,Oleates,
910,10.50.210.40.30,Oleic acid,
911,10.50.210.40.40,Stearic acid,
912,10.50.210.50,Fatty alcohols,
913,10.50.210.60,Glycerides,
914,10.50.210.70,Isoprenoids,
915,10.50.210.80,Lipid aggregates,
916,10.50.210.90,Lipid bilayer,
917,10.50.210.100,Lipid mediators,
918,10.50.210.110,Lipid metabolism,
919,10.50.210.120,Lipid peroxidation,
920,10.50.210.130,Lipid profiles,
921,10.50.210.140,Lipid structure,
922,10.50.210.150,Neutral lipids,
923,10.50.210.160,Oils,
924,10.50.210.170,Phospholipids,
925,10.50.210.170.10,Lecithin,
926,10.50.210.180,Phytosterols,
927,10.50.210.190,Prostaglandins,
928,10.50.210.200,Sphingolipids,
929,10.50.210.210,Sterols,
930,10.50.220,Metabolism,
931,10.50.220.10,Amino acid metabolism,
932,10.50.220.20,Biological transport,
933,10.50.220.20.10,Zinc transporters,
934,10.50.220.30,Biorecognition,
935,10.50.220.40,Bone and mineral metabolism,
936,10.50.220.50,Carbohydrate metabolism,
937,10.50.220.50.10,Glucose metabolism,
938,10.50.220.60,Cartilage metabolism,
939,10.50.220.70,Catabolism,
940,10.50.220.80,Copper metabolism,
941,10.50.220.90,Energy metabolism,
942,10.50.220.90.10,Energy metabolism in cancer cells,
943,10.50.220.90.10.10,Warburg effect,
944,10.50.220.90.20,Energy metabolism in tumor cells,
946,10.50.220.90.30,Extra-mitochondrial energy metabolism,
947,10.50.220.100,Glucose intolerance,
948,10.50.220.110,Glucose tolerance,
950,10.50.220.130,Lipogenesis,
951,10.50.220.140,Metabolic pathways,
952,10.50.220.140.10,Xenobiotic metabolism,
953,10.50.220.150,Metabolic processes,
954,10.50.220.150.10,Citric acid cycle,
955,10.50.220.150.20,Fermentation,
956,10.50.220.150.30,Glycolysis,
957,10.50.220.150.40,Oxidative phosphorylation,
958,10.50.220.160,Metabolites,
959,10.50.220.160.10,Retinoic acid,
960,10.50.220.170,Metabolomics,
961,10.50.220.180,Nitrogen metabolism,
962,10.50.220.190,Nucleic acid metabolism,
963,10.50.220.200,Oxygen metabolism,
964,10.50.220.210,Protein metabolism,
965,10.50.220.220,Purine metabolism,
966,10.50.220.230,Secondary metabolism,
967,10.50.230,Neurochemistry,
968,10.50.230.10,Neurochemicals,
969,10.50.230.10.10,Dopaminergics,
970,10.50.230.10.20,Eicosanoids,
972,10.50.230.10.40,Levodopa,
973,10.50.230.10.50,Nerve growth factor,
975,10.50.230.10.70,Nitric oxide,
976,10.50.230.10.80,Opiates,
978,10.50.230.20,Neuroendocrinology,
979,10.50.230.30,Neuromodulation,
980,10.50.230.40,Neurotransmitters,
981,10.50.230.40.10,Acetylcholine,
982,10.50.230.40.20,Biogenic amines,
987,10.50.230.40.20.20,Histamine,
988,10.50.230.40.20.30,Serotonin,
989,10.50.230.40.30,Cholinergics,
990,10.50.230.40.40,Gamma-aminobutyric acid,
991,10.50.230.40.50,Glutamate,
992,10.50.240,Nucleic acids,
993,10.50.240.10,Nucleic acid components,
994,10.50.240.20,Nucleic acid thermodynamics,
995,10.50.240.20.10,Annealing (genetics),
996,10.50.240.20.10.10,DNA annealing,
997,10.50.240.20.10.20,RNA annealing,
998,10.50.240.20.10.30,Single-strand annealing,
999,10.50.240.20.10.40,Synthesis-dependent strand annealing,
1000,10.50.240.30,Synthetic nucleic acids,
1001,10.50.240.30.10,Glycol nucleic acids,
1002,10.50.240.30.20,Locked nucleic acids,
1003,10.50.240.30.30,Threose nucleic acids,
1004,10.50.250,Nucleotides,
1005,10.50.250.10,Adenine,
1006,10.50.250.20,Anticodons,
1007,10.50.250.30,Cytosine,
1008,10.50.250.40,Dinucleotide repeats,
1009,10.50.250.50,Guanine,
1010,10.50.250.60,Nucleobases,
1011,10.50.250.60.10,Uracils,
1012,10.50.250.70,Polynucleotides,
1013,10.50.250.80,Ribonucleotides,
1014,10.50.250.90,Thymine,
1015,10.50.260,Oxidative damage,
1016,10.50.260.10,Reactive oxygen species,
1017,10.50.270,Peptides,
1018,10.50.270.10,Glutathione,
1019,10.50.270.20,Polypeptides,
1020,10.50.270.30,Synthetic peptides,
1021,10.50.270.40,Synthetic polypeptides,
1022,10.50.280,Pheromones,
1023,10.50.280.10,Alarm pheromones,
1024,10.50.280.20,Human pheromones,
1025,10.50.280.30,Insect pheromones,
1026,10.50.280.40,Pheromone receptors,
1027,10.50.280.50,Sex pheromones,
1028,10.50.290,Plant biochemistry,
1030,10.50.290.20,Photosynthesis,
1031,10.50.290.20.10,C3 photosynthesis,
1032,10.50.290.20.20,C4 photosynthesis,
1033,10.50.290.20.30,Carbon fixation,
1034,10.50.290.20.40,"Ribulose-1,5-bisphosphate carboxylase oxygenase",
1035,10.50.290.30,Phytochemicals,
1036,10.50.290.40,Plant energy production,
1045,10.50.300,Prohormones,
1046,10.50.310,Protein chemistry,
1047,10.50.320,Proteins,
1048,10.50.320.10,Acute phase proteins,
1049,10.50.320.20,Adenomatous polyposis coli,
1050,10.50.320.30,Albumins,
1051,10.50.320.30.10,Serum albumin,
1053,10.50.320.50,Amino acids,
1054,10.50.320.50.10,Acidic amino acids,
1055,10.50.320.50.10.10,Asparagine,
1056,10.50.320.50.10.20,Aspartic acid,
1057,10.50.320.50.10.30,Glutamic acid,
1058,10.50.320.50.10.40,Glutamine,
1059,10.50.320.50.20,Aliphatic amino acids,
1060,10.50.320.50.20.10,Alanine,
1061,10.50.320.50.20.20,Glycine,
1062,10.50.320.50.20.30,Isoleucine,
1063,10.50.320.50.20.40,Leucine,
1064,10.50.320.50.20.50,Valine,
1065,10.50.320.50.30,Amino acid substitution,
1066,10.50.320.50.40,Aromatic amino acids,
1067,10.50.320.50.40.10,Phenylalanine,
1068,10.50.320.50.40.20,Tryptophan,
1069,10.50.320.50.40.30,Tyrosine,
1070,10.50.320.50.50,Basic amino acids,
1071,10.50.320.50.50.10,Arginine,
1072,10.50.320.50.50.20,Histidine,
1073,10.50.320.50.50.30,Lysine,
1074,10.50.320.50.60,Cyclic amino acids,
1075,10.50.320.50.60.10,Proline,
1076,10.50.320.50.70,Hydroxyl amino acids,
1077,10.50.320.50.70.10,Serine,
1078,10.50.320.50.70.20,Threonine,
1080,10.50.320.50.80,Sulfur containing amino acids,
1081,10.50.320.50.80.10,Cysteine,
1082,10.50.320.50.80.20,Methionine,
1083,10.50.320.60,Antifreeze proteins,
1084,10.50.320.70,Antiport proteins,
1085,10.50.320.80,Cargo proteins,
1086,10.50.320.90,Cargo receptors,
1087,10.50.320.100,Chaperone proteins,
1088,10.50.320.110,Chromoproteins,
1089,10.50.320.120,Coagulation factors,
1090,10.50.320.130,Collagens,
1091,10.50.320.140,Conjugated proteins,
1092,10.50.320.150,Contractile proteins,
1093,10.50.320.150.10,Actins,
1094,10.50.320.150.20,Myosins,
1095,10.50.320.160,C-reactive proteins,
1096,10.50.320.170,Cystic fibrosis transmembrane conductance regulator,
1097,10.50.320.180,Cytochrome oxidase,
1098,10.50.320.190,Cytoskeletal proteins,
1100,10.50.320.190.20,Ankyrins,
1101,10.50.320.190.30,Catenins,
1102,10.50.320.190.40,Desmin,
1103,10.50.320.190.50,Dyneins,
1104,10.50.320.190.60,Dystrophin,
1105,10.50.320.190.70,Intermediate filaments,
1106,10.50.320.190.80,Internexin,
1107,10.50.320.190.90,Keratins,
1108,10.50.320.190.100,Kinesins,
1109,10.50.320.190.110,Lamins,
1110,10.50.320.190.120,Membrane-associated cytoskeletal proteins,
1111,10.50.320.190.130,Microtubule-associated proteins,
1112,10.50.320.190.140,Myofilaments,
1114,10.50.320.190.160,Nestin,
1115,10.50.320.190.170,Neurofilaments,
1116,10.50.320.190.180,Peripherin,
1117,10.50.320.190.190,Spectrins,
1118,10.50.320.190.200,Syncoilin,
1119,10.50.320.190.210,Synemin,
1120,10.50.320.190.220,Tropomodulin,
1121,10.50.320.190.230,Tropomyosin,
1122,10.50.320.190.240,Troponin,
1123,10.50.320.190.250,Tubulins,
1124,10.50.320.190.260,Utrophin,
1125,10.50.320.190.270,Vimentin,
1126,10.50.320.200,Defense proteins,
1127,10.50.320.210,DNA-binding proteins,
1128,10.50.320.210.10,Histones,
1132,10.50.320.210.30,Polymerases,
1133,10.50.320.210.30.10,DNA polymerase,
1134,10.50.320.210.30.20,RNA polymerase,
1135,10.50.320.210.40,Transcription factors,
1136,10.50.320.220,Dopamine transporters,
1137,10.50.320.230,Elastin,
1190,10.50.320.250,Extracellular matrix proteins,
1191,10.50.320.260,Ferrodoxin,
1192,10.50.320.270,Fibrin,
1193,10.50.320.280,Flagellin,
1194,10.50.320.290,F-spondin,
1195,10.50.320.300,Globins,
1196,10.50.320.310,Globular proteins,
1197,10.50.320.320,Globulins,
1198,10.50.320.330,Gluten,
1199,10.50.320.340,Glycophorins,
1200,10.50.320.350,Hemoglobin,
1201,10.50.320.360,Hemoproteins,
1202,10.50.320.370,Immune system proteins,
1203,10.50.320.370.10,Antibodies,
1204,10.50.320.370.10.10,Antibody affinity,
1205,10.50.320.370.10.20,Antibody isotypes,
1206,10.50.320.370.10.30,Antibody specificity,
1207,10.50.320.370.10.40,Autoantibodies,
1208,10.50.320.370.10.50,Monoclonal antibodies,
1209,10.50.320.370.10.60,Monovalent antibodies,
1210,10.50.320.370.10.70,Polyvalent antibodies,
1211,10.50.320.370.20,Antigens,
1212,10.50.320.370.20.10,Antigenic variation,
1213,10.50.320.370.20.20,Antigen isotypes,
1214,10.50.320.370.20.30,Major histocompatibility antigens,
1215,10.50.320.370.30,Complement system,
1216,10.50.320.370.30.10,Complement activation,
1217,10.50.320.370.30.20,Complement inhibitors,
1218,10.50.320.370.40,Defensins,
1219,10.50.320.370.50,Immune receptors,
1220,10.50.320.370.50.10,B cell receptors,
1221,10.50.320.370.50.20,Complement receptors,
1222,10.50.320.370.50.30,Cytokine receptors,
1223,10.50.320.370.50.40,Fc receptors,
1224,10.50.320.370.50.50,Killer activated and killer inhibitor receptors,
1225,10.50.320.370.50.60,Pattern recognition receptors,
1226,10.50.320.370.50.70,T cell receptors,
1227,10.50.320.370.50.80,Toll-like receptors,
1228,10.50.320.380,Interferons,
1229,10.50.320.390,Intracellular receptors,
1230,10.50.320.400,Intrinsically disordered proteins,
1231,10.50.320.410,Ion channels,
1232,10.50.320.410.10,Calcium channels,
1233,10.50.320.410.10.10,Voltage-gated calcium channels,
1234,10.50.320.410.20,Cyclic nucleotide-gated channels,
1235,10.50.320.410.20.10,Hyperpolarization-activated cyclic nucleotide-gated channels,
1236,10.50.320.410.30,Ion channel gating,
1237,10.50.320.410.40,Ligand-gated ion channels,
1238,10.50.320.410.50,Light-gated ion channels,
1239,10.50.320.410.50.10,Channelrhodopsins,
1240,10.50.320.410.60,Mechanosensitive ion channels,
1241,10.50.320.410.70,Non-selective cation channels,
1242,10.50.320.410.80,Potassium channels,
1243,10.50.320.410.80.10,Calcium-activated potassium channels,
1244,10.50.320.410.80.20,Inward-rectifier potassium channels,
1245,10.50.320.410.80.30,Two-pore-domain potassium channels,
1246,10.50.320.410.80.40,Voltage-gated potassium channels,
1247,10.50.320.410.90,Proton channels,
1248,10.50.320.410.90.10,Voltage-gated proton channels,
1249,10.50.320.410.100,Sodium channels,
1250,10.50.320.410.100.10,Epithelial sodium channels,
1251,10.50.320.410.100.20,Voltage-gated sodium channels,
1252,10.50.320.410.110,Transient receptor potential channels,
1253,10.50.320.410.110.10,Temperature-gated ion channels,
1254,10.50.320.410.120,Two-pore ion channels,
1255,10.50.320.410.130,Voltage-gated ion channels,
1256,10.50.320.410.130.10,Catsper channels,
1262,10.50.320.420,Lectins,
1263,10.50.320.420.10,Concanavalin A,
1264,10.50.320.430,Lipoproteins,
1265,10.50.320.430.10,Apolipoprotein genes,
1266,10.50.320.430.20,Apolipoproteins,
1267,10.50.320.430.30,Lipoprotein metabolism,
1268,10.50.320.430.40,Lipoprotein receptors,
1269,10.50.320.430.50,Lipoprotein secretion,
1270,10.50.320.430.60,Lipoprotein structure,
1271,10.50.320.430.70,Proteolipids,
1272,10.50.320.440,Luminescent proteins,
1273,10.50.320.440.10,Aequorin,
1274,10.50.320.440.20,Blue fluorescent protein,
1275,10.50.320.440.30,Cyan fluorescent protein,
1276,10.50.320.440.40,Green fluorescent protein,
1277,10.50.320.440.50,Luciferin,
1278,10.50.320.440.60,Photoactivatable fluorescent proteins,
1279,10.50.320.440.70,Yellow fluorescent protein,
1281,10.50.320.460,Motor proteins,
1282,10.50.320.460.10,Actin motors,
1284,10.50.320.470,Mucin,
1285,10.50.320.480,Muscle proteins,
1286,10.50.320.490,Nucleoproteins,
1287,10.50.320.500,Nutrient and storage proteins,
1288,10.50.320.510,Odorant binding proteins,
1289,10.50.320.520,Phosphoproteins,
1290,10.50.320.520.10,Casein,
1291,10.50.320.530,Pikachurin,
1292,10.50.320.540,Plasma proteins,
1293,10.50.320.540.10,Haptoglobins,
1294,10.50.320.550,Post-translational modification,
1295,10.50.320.550.10,Acetylation,
1296,10.50.320.550.10.10,Histone acetylation,
1297,10.50.320.550.20,Acylation,
1298,10.50.320.550.20.10,Aminoacylation,
1299,10.50.320.550.30,Amide bonds,
1300,10.50.320.550.40,Biotinylation,
1301,10.50.320.550.50,Carboxylation,
1302,10.50.320.550.60,Citrullination,
1303,10.50.320.550.70,Deamidation,
1304,10.50.320.550.80,Disulfide bonds,
1305,10.50.320.550.90,Ethylation,
1306,10.50.320.550.100,Flavin,
1307,10.50.320.550.110,Formylation,
1308,10.50.320.550.120,Glycation,
1309,10.50.320.550.130,Heme,
1310,10.50.320.550.140,Hydroxylation,
1311,10.50.320.550.150,Lipoylation,
1312,10.50.320.550.160,Mannosylation,
1313,10.50.320.550.170,Myristoylation,
1314,10.50.320.550.180,Palmitoylation,
1315,10.50.320.550.190,Pegylation,
1316,10.50.320.550.200,Phosphorylation,
1317,10.50.320.550.210,Protein trans-splicing,
1318,10.50.320.550.220,Signal peptides,
1319,10.50.320.550.230,S-nitrosylation,
1320,10.50.320.550.240,SUMOylation,
1321,10.50.320.550.250,Ubiquitination,
1322,10.50.320.560,Prions,
1323,10.50.320.570,Properdin,
1324,10.50.320.580,Protamines,
1325,10.50.320.590,Protein aggregation,
1326,10.50.320.600,Protein complexes,
1327,10.50.320.600.10,Ferritin,
1328,10.50.320.600.10.10,Human ferritin,
1329,10.50.320.600.10.20,Mitochondrial ferritin,
1330,10.50.320.600.10.30,Serum ferritin levels,
1331,10.50.320.600.20,Membrane protein complexes,
1332,10.50.320.600.30,Proteasomes,
1333,10.50.320.600.40,Signalosomes,
1334,10.50.320.620,Protein interactions,
1335,10.50.320.620.10,Protein interactomes,
1336,10.50.320.620.20,Protein-lipid interactions,
1337,10.50.320.620.30,Protein-polynucleotide interactions,
1338,10.50.320.620.40,Protein-polyphenol interactions,
1339,10.50.320.620.50,Protein-protein interactions,
1340,10.50.320.620.60,Protein-solvent interactions,
1341,10.50.320.630,Protein structure,
1342,10.50.320.630.10,Alpha helix,
1343,10.50.320.630.20,Beta helix,
1344,10.50.320.630.30,Protein cleavage,
1345,10.50.320.610,Protein domains,
1346,10.50.320.630.40,Protein folding,
1347,10.50.320.630.50,Protein misfolding,
1348,10.50.320.630.60,Protein structure comparison,
1349,10.50.320.630.70,Protein structure databases,
1350,10.50.320.630.80,Protein structure determination,
1351,10.50.320.630.90,Protein structure networks,
1352,10.50.320.630.100,Protein structure prediction,
1353,10.50.320.640,Protein synthesis,
1354,10.50.320.640.10,Cell-free protein synthesis,
1355,10.50.320.640.20,Dendritic protein synthesis,
1356,10.50.320.640.30,Epithelial cell protein synthesis,
1357,10.50.320.640.40,Muscle protein synthesis,
1358,10.50.320.640.50,Protein synthesis inhibitors,
1359,10.50.320.640.60,Protein synthesis in plants,
1360,10.50.320.640.70,Viral protein synthesis,
1361,10.50.320.650,Proteomes,
1362,10.50.320.660,Recombinant proteins,
1363,10.50.320.670,Regulatory proteins,
1364,10.50.320.670.10,Elongation factors,
1366,10.50.320.680,Ribonucleoproteins,
1367,10.50.320.690,Ricin,
1368,10.50.320.700,RNA-binding proteins,
1369,10.50.320.710,Scramblase,
1370,10.50.320.720,Serum amyloid p component,
1371,10.50.320.730,Serum proteins,
1372,10.50.320.740,STAT proteins,
1373,10.50.320.750,Structural proteins,
1374,10.50.320.760,Synport proteins,
1376,10.50.320.780,Thrombin,
1377,10.50.320.790,Thyroglobulin,
1378,10.50.320.800,Tissue proteins,
1379,10.50.320.810,Transcription activators,
1380,10.50.320.820,Transmembrane receptors,
1381,10.50.320.820.10,Acetylcholine receptors,
1382,10.50.320.820.10.10,Muscarinic acetylcholine receptors,
1383,10.50.320.820.10.20,Nicotinic acetylcholine receptors,
1384,10.50.320.830,Transmembrane transport proteins,
1385,10.50.320.840,Ubiquitin-proteasome system,
1386,10.50.330,Proteomics,
1387,10.50.330.10,Peptide libraries,
1388,10.50.330.20,Peptide mapping,
1389,10.50.330.30,Protein abundance,
1390,10.50.330.40,Protein interaction networks,
1391,10.50.330.50,Proteomic databases,
1392,10.50.330.60,Spectrometric identification of proteins,
1393,10.50.330.60.10,Stable isotope labeling by amino acids in cell culture,
1395,10.50.340,Ribosomes,
1396,10.50.340.10,Polyribosomes,
1397,10.50.350,RNA,
1398,10.50.350.10,Antisense RNA,
1399,10.50.350.20,Complementary RNA,
1400,10.50.350.30,Double stranded RNA,
1401,10.50.350.40,Long non-coding RNAs,
1402,10.50.350.50,Messenger RNA,
1403,10.50.350.50.10,Untranslated regions,
