code,subject_area
10.50.200.80.30,Dehydroepiandrosterone
10.50.200.80.40,Ecdysterone
10.50.200.80.50,Estradiol
10.50.200.80.60,Hydrocortisone
10.50.200.80.70,Leukotriene
10.50.200.80.80,Progesterone
10.50.200.80.90,Prostacyclin
10.50.200.80.100,Prostaglandin
10.50.200.10.10,Testosterone
10.50.200.80.120,Thromboxane
10.50.200.90,Melatonin
10.50.200.100,Monamines
10.50.200.110,Parathyroid hormone
10.50.200.120,Peptide hormones
10.50.200.120.10,Adiponectin
10.50.200.120.20,Adrenocorticotropic hormone
10.50.200.120.30,Atrial natriuretic peptide
10.50.200.120.40,Brain natriuretic peptide
10.50.200.120.50,Cholecystokinin
10.50.200.120.60,Chorionic gonadotropin
10.50.200.120.70,Corticotropin-releasing hormone
10.50.200.120.80,Erythropoietin
10.50.200.120.90,Follicle-stimulating hormone
10.50.200.120.100,Gastric inhibitory polypeptide
10.50.200.120.110,Gastrin
10.50.200.120.120,Ghrelin
10.50.200.50,Glucagon
10.50.200.120.140,Insulin-like growth factors
10.50.200.120.150,Leptin
10.50.200.120.160,Luteinizing hormone
10.50.200.120.170,Motilin
10.50.200.120.180,Neuropeptides
10.50.200.120.190,Osteocalcin
10.50.200.120.200,Oxytocin
10.50.200.120.210,Prolactin
10.50.200.120.220,Relaxin
10.50.200.120.230,Renin-angiotensin system
10.50.200.120.240,Resistin
10.50.200.120.250,Secretin
10.50.200.120.260,Somatostatin
10.50.200.120.270,Thyroid-stimulating hormone
10.50.200.120.280,Thyrotropin-releasing hormone
10.50.200.120.290,Vasopressin
10.50.200.130,Plant hormones
10.50.200.130.10,Abscisic acid
10.50.200.130.20,Auxins
10.50.200.130.30,Cytokinins
10.50.200.130.40,Ethylene
10.50.200.130.50,Gibberellins
10.50.200.130.60,Jasmonic acid
10.50.200.130.70,Plant peptide hormones
10.50.200.140,Sex hormones
10.50.200.150,Steroid hormones
10.50.200.80.60,Hydrocortisone
10.50.200.160,Thyroid hormones
10.50.200.160.10,Thyroxine
10.50.210,Lipids
10.50.210.10,Cholesterol
10.50.210.20,Endocannabinoids
10.50.210.30,Fats
10.50.210.40,Fatty acids
10.50.210.40.10,Linoleic acid
10.50.210.40.20,Oleates
10.50.210.40.30,Oleic acid
10.50.210.40.40,Stearic acid
10.50.210.50,Fatty alcohols
10.50.210.60,Glycerides
10.50.210.70,Isoprenoids
10.50.210.80,Lipid aggregates
10.50.210.90,Lipid bilayer
10.50.210.100,Lipid mediators
10.50.210.110,Lipid metabolism
10.50.210.120,Lipid peroxidation
10.50.210.130,Lipid profiles
10.50.210.140,Lipid structure
10.50.210.150,Neutral lipids
10.50.210.160,Oils
10.50.210.170,Phospholipids
10.50.210.170.10,Lecithin
10.50.210.180,Phytosterols
10.50.210.190,Prostaglandins
10.50.210.200,Sphingolipids
10.50.210.210,Sterols
10.50.220,Metabolism
10.50.220.10,Amino acid metabolism
10.50.220.20,Biological transport
10.50.220.20.10,Zinc transporters
10.50.220.30,Biorecognition
10.50.220.40,Bone and mineral metabolism
10.50.220.50,Carbohydrate metabolism
10.50.220.50.10,Glucose metabolism
10.50.220.60,Cartilage metabolism
10.50.220.70,Catabolism
10.50.220.80,Copper metabolism
10.50.220.90,Energy metabolism
10.50.220.90.10,Energy metabolism in cancer cells
10.50.220.90.10.10,Warburg effect
10.50.220.90.20,Energy metabolism in tumor cells
10.50.220.90.10.10,Warburg effect
10.50.220.90.30,Extra-mitochondrial energy metabolism
10.50.220.100,Glucose intolerance
10.50.220.110,Glucose tolerance
10.50.210.110,Lipid metabolism
10.50.220.130,Lipogenesis
10.50.220.140,Metabolic pathways
10.50.220.140.10,Xenobiotic metabolism
10.50.220.150,Metabolic processes
10.50.220.150.10,Citric acid cycle
10.50.220.150.20,Fermentation
10.50.220.150.30,Glycolysis
10.50.220.150.40,Oxidative phosphorylation
10.50.220.160,Metabolites
10.50.220.160.10,Retinoic acid
10.50.220.170,Metabolomics
10.50.220.180,Nitrogen metabolism
10.50.220.190,Nucleic acid metabolism
10.50.220.200,Oxygen metabolism
10.50.220.210,Protein metabolism
10.50.220.220,Purine metabolism
10.50.220.230,Secondary metabolism
10.50.230,Neurochemistry
10.50.230.10,Neurochemicals
10.50.230.10.10,Dopaminergics
10.50.230.10.20,Eicosanoids
10.50.210.20,Endocannabinoids
10.50.230.10.40,Levodopa
10.50.230.10.50,Nerve growth factor
10.50.200.120.180,Neuropeptides
10.50.230.10.70,Nitric oxide
10.50.230.10.80,Opiates
10.50.200.120.200,Oxytocin
10.50.230.20,Neuroendocrinology
10.50.230.30,Neuromodulation
10.50.230.40,Neurotransmitters
10.50.230.40.10,Acetylcholine
10.50.230.40.20,Biogenic amines
10.50.200.30,Catecholamines
10.50.200.30.10,Dopamine
10.50.200.30.20,Epinephrine
10.50.200.30.30,Norepinephrine
10.50.230.40.20.20,Histamine
10.50.230.40.20.30,Serotonin
10.50.230.40.30,Cholinergics
10.50.230.40.40,Gamma-aminobutyric acid
10.50.230.40.50,Glutamate
10.50.240,Nucleic acids
10.50.240.10,Nucleic acid components
10.50.240.20,Nucleic acid thermodynamics
10.50.240.20.10,Annealing (genetics)
10.50.240.20.10.10,DNA annealing
10.50.240.20.10.20,RNA annealing
10.50.240.20.10.30,Single-strand annealing
10.50.240.20.10.40,Synthesis-dependent strand annealing
10.50.240.30,Synthetic nucleic acids
10.50.240.30.10,Glycol nucleic acids
10.50.240.30.20,Locked nucleic acids
10.50.240.30.30,Threose nucleic acids
10.50.250,Nucleotides
10.50.250.10,Adenine
10.50.250.20,Anticodons
10.50.250.30,Cytosine
10.50.250.40,Dinucleotide repeats
10.50.250.50,Guanine
10.50.250.60,Nucleobases
10.50.250.60.10,Uracils
10.50.250.70,Polynucleotides
10.50.250.80,Ribonucleotides
10.50.250.90,Thymine
10.50.260,Oxidative damage
10.50.260.10,Reactive oxygen species
10.50.270,Peptides
10.50.270.10,Glutathione
10.50.270.20,Polypeptides
10.50.270.30,Synthetic peptides
10.50.270.40,Synthetic polypeptides
10.50.280,Pheromones
10.50.280.10,Alarm pheromones
10.50.280.20,Human pheromones
10.50.280.30,Insect pheromones
10.50.280.40,Pheromone receptors
10.50.280.50,Sex pheromones
10.50.290,Plant biochemistry
10.50.110.10,Carbohydrate biosynthesis
10.50.290.20,Photosynthesis
10.50.290.20.10,C3 photosynthesis
10.50.290.20.20,C4 photosynthesis
10.50.290.20.30,Carbon fixation
10.50.290.20.40,"Ribulose-1,5-bisphosphate carboxylase oxygenase"
10.50.290.30,Phytochemicals
10.50.290.40,Plant energy production
10.50.200.130,Plant hormones
10.50.200.130.10,Abscisic acid
10.50.200.130.20,Auxins
10.50.200.130.30,Cytokinins
10.50.200.130.40,Ethylene
10.50.200.130.50,Gibberellins
10.50.200.130.60,Jasmonic acid
10.50.200.130.70,Plant peptide hormones
10.50.300,Prohormones
10.50.310,Protein chemistry
10.50.320,Proteins
10.50.320.10,Acute phase proteins
10.50.320.20,Adenomatous polyposis coli
10.50.320.30,Albumins
10.50.320.30.10,Serum albumin
10.50.180.10.30.10,Allosteric regulation
10.50.320.50,Amino acids
10.50.320.50.10,Acidic amino acids
10.50.320.50.10.10,Asparagine
10.50.320.50.10.20,Aspartic acid
10.50.320.50.10.30,Glutamic acid
10.50.320.50.10.40,Glutamine
10.50.320.50.20,Aliphatic amino acids
10.50.320.50.20.10,Alanine
10.50.320.50.20.20,Glycine
10.50.320.50.20.30,Isoleucine
10.50.320.50.20.40,Leucine
10.50.320.50.20.50,Valine
10.50.320.50.30,Amino acid substitution
10.50.320.50.40,Aromatic amino acids
10.50.320.50.40.10,Phenylalanine
10.50.320.50.40.20,Tryptophan
10.50.320.50.40.30,Tyrosine
10.50.320.50.50,Basic amino acids
10.50.320.50.50.10,Arginine
10.50.320.50.50.20,Histidine
10.50.320.50.50.30,Lysine
10.50.320.50.60,Cyclic amino acids
10.50.320.50.60.10,Proline
10.50.320.50.70,Hydroxyl amino acids
10.50.320.50.70.10,Serine
10.50.320.50.70.20,Threonine
10.50.320.50.40.30,Tyrosine
10.50.320.50.80,Sulfur containing amino acids
10.50.320.50.80.10,Cysteine
10.50.320.50.80.20,Methionine
10.50.320.60,Antifreeze proteins
10.50.320.70,Antiport proteins
10.50.320.80,Cargo proteins
10.50.320.90,Cargo receptors
10.50.320.100,Chaperone proteins
10.50.320.110,Chromoproteins
10.50.320.120,Coagulation factors
10.50.320.130,Collagens
10.50.320.140,Conjugated proteins
10.50.320.150,Contractile proteins
10.50.320.150.10,Actins
10.50.320.150.20,Myosins
10.50.320.160,C-reactive proteins
10.50.320.170,Cystic fibrosis transmembrane conductance regulator
10.50.320.180,Cytochrome oxidase
10.50.320.190,Cytoskeletal proteins
10.50.320.150.10,Actins
10.50.320.190.20,Ankyrins
10.50.320.190.30,Catenins
10.50.320.190.40,Desmin
10.50.320.190.50,Dyneins
10.50.320.190.60,Dystrophin
10.50.320.190.70,Intermediate filaments
10.50.320.190.80,Internexin
10.50.320.190.90,Keratins
10.50.320.190.100,Kinesins
10.50.320.190.110,Lamins
10.50.320.190.120,Membrane-associated cytoskeletal proteins
10.50.320.190.130,Microtubule-associated proteins
10.50.320.190.140,Myofilaments
10.50.320.150.20,Myosins
10.50.320.190.160,Nestin
10.50.320.190.170,Neurofilaments
10.50.320.190.180,Peripherin
10.50.320.190.190,Spectrins
10.50.320.190.200,Syncoilin
10.50.320.190.210,Synemin
10.50.320.190.220,Tropomodulin
10.50.320.190.230,Tropomyosin
10.50.320.190.240,Troponin
10.50.320.190.250,Tubulins
10.50.320.190.260,Utrophin
10.50.320.190.270,Vimentin
10.50.320.200,Defense proteins
10.50.320.210,DNA-binding proteins
10.50.320.210.10,Histones
10.50.180.50.80.50,Nucleases
10.50.180.50.80.50.10,Deoxyribonucleases
10.50.180.50.80.50.20,Ribonucleases
10.50.320.210.30,Polymerases
10.50.320.210.30.10,DNA polymerase
10.50.320.210.30.20,RNA polymerase
10.50.320.210.40,Transcription factors
10.50.320.220,Dopamine transporters
10.50.320.230,Elastin
10.50.180.50,Enzymes
10.50.180.50.10,Carbonic anhydrases
10.50.180.50.20,Catalases
10.50.180.50.30,Cellulases
10.50.180.50.40,Chymotrypsin
10.50.180.50.50,Digestive enzymes
10.50.180.50.60,Dismutases
10.50.180.50.60.10,Superoxide dismutase
10.50.180.50.70,Hexokinases
10.50.180.50.80,Hydrolases
10.50.180.50.80.10,Collagenases
10.50.180.50.80.20,Esterases
10.50.180.50.80.30,Glucanases
10.50.180.50.80.40,Glycoside hydrolases
10.50.180.50.80.50,Nucleases
10.50.180.50.80.50.10,Deoxyribonucleases
10.50.180.50.80.50.20,Ribonucleases
10.50.180.50.80.60,Pepsins
10.50.180.50.90,Isomerases
10.50.180.50.90.10,Mucolytic enzymes
10.50.180.50.100,Isozymes
10.50.180.50.110,Laccases
10.50.180.50.120,Ligases
10.50.180.50.130,Lyases
10.50.180.50.130.10,Adenylyl cyclase
10.50.180.50.130.20,Ketoacid lyases
10.50.180.50.140,Oxidoreductases
10.50.180.50.140.10,Dehydrogenases
10.50.180.50.140.20,Luciferase
10.50.180.50.80.60,Pepsins
10.50.180.50.160,Peroxidases
10.50.180.50.160.10,Horseradish peroxidase
10.50.180.50.170,Phosphatases
10.50.180.50.170.10,Acid phosphatase
10.50.180.50.180,Phosphodiesterases
10.50.180.50.190,Plasmins
10.50.180.50.200,Proteases
10.50.180.50.200.10,Aspartate proteases
10.50.180.50.200.20,Cysteine proteases
10.50.180.50.200.30,Glutamic acid proteases
10.50.180.50.200.40,Metalloproteases
10.50.180.50.200.50,Serine proteases
10.50.180.50.200.60,Threonine proteases
10.50.180.50.210,Ribozymes
10.50.180.50.210.10,Hammerhead ribozymes
10.50.180.50.220,Saccharidases
10.50.180.50.230,Transferases
10.50.180.50.230.10,Aminotransferases
10.50.180.50.230.20,Dextransucrase
10.50.180.50.230.30,Glycosyltransferases
10.50.180.50.230.40,Phosphorylases
10.50.180.50.240,Ureases
10.50.320.250,Extracellular matrix proteins
10.50.320.260,Ferrodoxin
10.50.320.270,Fibrin
10.50.320.280,Flagellin
10.50.320.290,F-spondin
10.50.320.300,Globins
10.50.320.310,Globular proteins
10.50.320.320,Globulins
10.50.320.330,Gluten
10.50.320.340,Glycophorins
10.50.320.350,Hemoglobin
10.50.320.360,Hemoproteins
10.50.320.370,Immune system proteins
10.50.320.370.10,Antibodies
10.50.320.370.10.10,Antibody affinity
10.50.320.370.10.20,Antibody isotypes
10.50.320.370.10.30,Antibody specificity
10.50.320.370.10.40,Autoantibodies
10.50.320.370.10.50,Monoclonal antibodies
10.50.320.370.10.60,Monovalent antibodies
10.50.320.370.10.70,Polyvalent antibodies
10.50.320.370.20,Antigens
10.50.320.370.20.10,Antigenic variation
10.50.320.370.20.20,Antigen isotypes
10.50.320.370.20.30,Major histocompatibility antigens
10.50.320.370.30,Complement system
10.50.320.370.30.10,Complement activation
10.50.320.370.30.20,Complement inhibitors
10.50.320.370.40,Defensins
10.50.320.370.50,Immune receptors
10.50.320.370.50.10,B cell receptors
10.50.320.370.50.20,Complement receptors
10.50.320.370.50.30,Cytokine receptors
10.50.320.370.50.40,Fc receptors
10.50.320.370.50.50,Killer activated and killer inhibitor receptors
10.50.320.370.50.60,Pattern recognition receptors
10.50.320.370.50.70,T cell receptors
10.50.320.370.50.80,Toll-like receptors
10.50.320.380,Interferons
10.50.320.390,Intracellular receptors
10.50.320.400,Intrinsically disordered proteins
10.50.320.410,Ion channels
10.50.320.410.10,Calcium channels
10.50.320.410.10.10,Voltage-gated calcium channels
10.50.320.410.20,Cyclic nucleotide-gated channels
10.50.320.410.20.10,Hyperpolarization-activated cyclic nucleotide-gated channels
10.50.320.410.30,Ion channel gating
10.50.320.410.40,Ligand-gated ion channels
10.50.320.410.50,Light-gated ion channels
10.50.320.410.50.10,Channelrhodopsins
10.50.320.410.60,Mechanosensitive ion channels
10.50.320.410.70,Non-selective cation channels
10.50.320.410.80,Potassium channels
10.50.320.410.80.10,Calcium-activated potassium channels
10.50.320.410.80.20,Inward-rectifier potassium channels
10.50.320.410.80.30,Two-pore-domain potassium channels
10.50.320.410.80.40,Voltage-gated potassium channels
10.50.320.410.90,Proton channels
10.50.320.410.90.10,Voltage-gated proton channels
10.50.320.410.100,Sodium channels
10.50.320.410.100.10,Epithelial sodium channels
10.50.320.410.100.20,Voltage-gated sodium channels
10.50.320.410.110,Transient receptor potential channels
10.50.320.410.110.10,Temperature-gated ion channels
10.50.320.410.120,Two-pore ion channels
10.50.320.410.130,Voltage-gated ion channels
10.50.320.410.130.10,Catsper channels
10.50.320.410.20.10,Hyperpolarization-activated cyclic nucleotide-gated channels
10.50.320.410.10.10,Voltage-gated calcium channels
10.50.320.410.80.40,Voltage-gated potassium channels
10.50.320.410.90.10,Voltage-gated proton channels
10.50.320.410.100.20,Voltage-gated sodium channels
10.50.320.420,Lectins
10.50.320.420.10,Concanavalin A
10.50.320.430,Lipoproteins
10.50.320.430.10,Apolipoprotein genes
10.50.320.430.20,Apolipoproteins
10.50.320.430.30,Lipoprotein metabolism
10.50.320.430.40,Lipoprotein receptors
10.50.320.430.50,Lipoprotein secretion
10.50.320.430.60,Lipoprotein structure
10.50.320.430.70,Proteolipids
10.50.320.440,Luminescent proteins
10.50.320.440.10,Aequorin
10.50.320.440.20,Blue fluorescent protein
10.50.320.440.30,Cyan fluorescent protein
10.50.320.440.40,Green fluorescent protein
10.50.320.440.50,Luciferin
10.50.320.440.60,Photoactivatable fluorescent proteins
10.50.320.440.70,Yellow fluorescent protein
10.50.320.370.20.30,Major histocompatibility antigens
10.50.320.460,Motor proteins
10.50.320.460.10,Actin motors
10.50.320.150.20,Myosins
10.50.320.470,Mucin
10.50.320.480,Muscle proteins
10.50.320.490,Nucleoproteins
10.50.320.500,Nutrient and storage proteins
10.50.320.510,Odorant binding proteins
10.50.320.520,Phosphoproteins
10.50.320.520.10,Casein
10.50.320.530,Pikachurin
10.50.320.540,Plasma proteins
10.50.320.540.10,Haptoglobins
10.50.320.550,Post-translational modification
10.50.320.550.10,Acetylation
10.50.320.550.10.10,Histone acetylation
10.50.320.550.20,Acylation
10.50.320.550.20.10,Aminoacylation
10.50.320.550.30,Amide bonds
10.50.320.550.40,Biotinylation
10.50.320.550.50,Carboxylation
10.50.320.550.60,Citrullination
10.50.320.550.70,Deamidation
10.50.320.550.80,Disulfide bonds
10.50.320.550.90,Ethylation
10.50.320.550.100,Flavin
10.50.320.550.110,Formylation
10.50.320.550.120,Glycation
10.50.320.550.130,Heme
10.50.320.550.140,Hydroxylation
10.50.320.550.150,Lipoylation
10.50.320.550.160,Mannosylation
10.50.320.550.170,Myristoylation
10.50.320.550.180,Palmitoylation
10.50.320.550.190,Pegylation
10.50.320.550.200,Phosphorylation
10.50.320.550.210,Protein trans-splicing
10.50.320.550.220,Signal peptides
10.50.320.550.230,S-nitrosylation
10.50.320.550.240,SUMOylation
10.50.320.550.250,Ubiquitination
10.50.320.560,Prions
10.50.320.570,Properdin
10.50.320.580,Protamines
10.50.320.590,Protein aggregation
10.50.320.600,Protein complexes
10.50.320.600.10,Ferritin
10.50.320.600.10.10,Human ferritin
10.50.320.600.10.20,Mitochondrial ferritin
10.50.320.600.10.30,Serum ferritin levels
10.50.320.600.20,Membrane protein complexes
10.50.320.600.30,Proteasomes
10.50.320.600.40,Signalosomes
10.50.320.620,Protein interactions
10.50.320.620.10,Protein interactomes
10.50.320.620.20,Protein-lipid interactions
10.50.320.620.30,Protein-polynucleotide interactions
10.50.320.620.40,Protein-polyphenol interactions
10.50.320.620.50,Protein-protein interactions
10.50.320.620.60,Protein-solvent interactions
10.50.320.630,Protein structure
10.50.320.630.10,Alpha helix
10.50.320.630.20,Beta helix
10.50.320.630.30,Protein cleavage
10.50.320.610,Protein domains
10.50.320.630.40,Protein folding
10.50.320.630.50,Protein misfolding
10.50.320.630.60,Protein structure comparison
10.50.320.630.70,Protein structure databases
10.50.320.630.80,Protein structure determination
10.50.320.630.90,Protein structure networks
10.50.320.630.100,Protein structure prediction
10.50.320.640,Protein synthesis
10.50.320.640.10,Cell-free protein synthesis
10.50.320.640.20,Dendritic protein synthesis
10.50.320.640.30,Epithelial cell protein synthesis
10.50.320.640.40,Muscle protein synthesis
10.50.320.640.50,Protein synthesis inhibitors
10.50.320.640.60,Protein synthesis in plants
10.50.320.640.70,Viral protein synthesis
10.50.320.650,Proteomes
10.50.320.660,Recombinant proteins
10.50.320.670,Regulatory proteins
10.50.320.670.10,Elongation factors
10.50.320.210.40,Transcription factors
10.50.320.680,Ribonucleoproteins
10.50.320.690,Ricin
10.50.320.700,RNA-binding proteins
10.50.320.710,Scramblase
10.50.320.720,Serum amyloid p component
10.50.320.730,Serum proteins
10.50.320.740,STAT proteins
10.50.320.750,Structural proteins
10.50.320.760,Synport proteins
10.50.320.370.50.70,T cell receptors
10.50.320.780,Thrombin
10.50.320.790,Thyroglobulin
10.50.320.800,Tissue proteins
10.50.320.810,Transcription activators
10.50.320.820,Transmembrane receptors
10.50.320.820.10,Acetylcholine receptors
10.50.320.820.10.10,Muscarinic acetylcholine receptors
10.50.320.820.10.20,Nicotinic acetylcholine receptors
10.50.320.830,Transmembrane transport proteins
10.50.320.840,Ubiquitin-proteasome system
10.50.330,Proteomics
10.50.330.10,Peptide libraries
10.50.330.20,Peptide mapping
10.50.330.30,Protein abundance
10.50.330.40,Protein interaction networks
10.50.330.50,Proteomic databases
10.50.330.60,Spectrometric identification of proteins
10.50.330.60.10,Stable isotope labeling by amino acids in cell culture
10.50.270.30,Synthetic peptides
10.50.340,Ribosomes
10.50.340.10,Polyribosomes
10.50.350,RNA
10.50.350.10,Antisense RNA
10.50.350.20,Complementary RNA
10.50.350.30,Double stranded RNA
10.50.350.40,Long non-coding RNAs
10.50.350.50,Messenger RNA
10.50.350.50.10,Untranslated regions
10.50.350.50.10.10,3UTR
10.50.350.50.10.20,5UTR
10.50.350.60,MicroRNAs
10.50.350.70,Ribosomal RNA
10.50.180.50.210,Ribozymes
10.50.180.50.210.10,Hammerhead ribozymes
10.50.350.90,RNA editing
10.50.350.100,RNA processing
10.50.350.100.10,Alternative splicing
10.50.350.110,RNA sequences
10.50.350.120,RNA splicing
10.50.350.130,RNA stability
10.50.350.140,RNA structure
10.50.350.140.10,Pseudoknots
10.50.350.140.20,RNA alignment
10.50.350.140.30,RNA clamps
10.50.350.140.40,RNA folding
10.50.350.140.50,RNA stem-loop structure
10.50.350.140.60,RNA structure determination
10.50.350.140.70,RNA structure prediction
10.50.350.150,RNA synthesis
10.50.350.160,RNA transport
10.50.350.170,Small interfering RNAs
10.50.350.180,Small nucleolar RNAs
10.50.350.190,Spliceosomes
10.50.350.200,Transfer RNA
10.50.250.20,Anticodons
10.50.350.210,Uridine
10.50.360,Salt bridges
10.50.370,Tissue distribution
10.60,Bioethics
10.60.10,Justice in science
10.60.20,Respect for human dignity
10.60.30,Sanctity of life
10.60.40,Scientific beneficence
10.60.50,Scientific nonmaleficence
10.70,Biogeography
10.70.10,Anthropogeography
10.70.20,Phylogeography
10.80,Biomechanics
10.80.10,Biological fluid mechanics
10.80.20,Biological locomotion
10.80.20.10,Bipedalism
10.80.20.20,Burrowing
10.80.20.30,Climbing
10.80.20.40,Crawling
10.80.20.50,Flagellar rotation
10.80.20.60,Flight (biology)
10.80.20.60.10,Bat flight
10.80.20.60.20,Bird flight
10.80.20.60.30,Flight speeds
10.80.20.60.40,Insect flight
10.80.20.70,Gait analysis
10.80.20.80,Jumping
10.80.20.90,Locomotion on the water surface
10.80.20.100,Running
10.80.20.110,Swimming
10.80.20.120,Walking
10.80.30,Bone and joint mechanics
10.80.40,Cell mechanics
10.80.50,Hand strength
10.80.60,Musculoskeletal mechanics
10.80.60.10,Musculoskeletal exertion
10.80.70,Tissue mechanics
10.90,Biophysics
10.80.10,Biological fluid mechanics
10.90.20,Bionanotechnology
10.90.30,Biophysical simulations
10.90.40,Biophysics theory
10.80.40,Cell mechanics
10.90.60,Dosimetry
10.50.320.410,Ion channels
10.50.320.410.10,Calcium channels
10.50.320.410.10.10,Voltage-gated calcium channels
10.50.320.410.20,Cyclic nucleotide-gated channels
10.50.320.410.20.10,Hyperpolarization-activated cyclic nucleotide-gated channels
